id,score,sym,name,ensemblgene,species,pr_value_norm,is_tf
13857,13.645069,Epor,erythropoietin receptor,ENSMUSG00000006235,mouse,ERYTHROPOIETIN,False
81842,9.849282,Ierepo2,"immediate early response, erythropoietin 2",,mouse,ERYTHROPOIETIN,False
2056,88.47396,EPO,erythropoietin,ENSG00000130427,human,EPO,False
13856,75.26443,Epo,erythropoietin,ENSMUSG00000029711,mouse,EPO,False
8288,17.898739,EPX,eosinophil peroxidase,ENSG00000121053,human,EPO,False
7076,17.534094,TIMP1,TIMP metallopeptidase inhibitor 1,ENSG00000102265,human,EPO,False
13861,15.756329,Epx,eosinophil peroxidase,ENSMUSG00000052234,mouse,EPO,False
1439,18.238626,CSF2RB,colony stimulating factor 2 receptor beta common subunit,ENSG00000100368,human,CD131,False
3559,17.901737,IL2RA,interleukin 2 receptor subunit alpha,ENSG00000134460,human,IL2R,False
16184,15.341013,Il2ra,"interleukin 2 receptor, alpha chain",ENSMUSG00000026770,mouse,IL2R,False
7253,85.824684,TSHR,thyroid stimulating hormone receptor,ENSG00000165409,human,TSHR,False
22095,71.77538,Tshr,thyroid stimulating hormone receptor,ENSMUSG00000020963,mouse,TSHR,False
639,17.89151,PRDM1,PR/SET domain 1,ENSG00000057657,human,BLIMP1,True
12142,15.335053,Prdm1,"PR domain containing 1, with ZNF domain",ENSMUSG00000038151,mouse,BLIMP1,False
50723,93.393745,Icosl,icos ligand,ENSMUSG00000000732,mouse,ICOSL,False
23308,18.774641,ICOSLG,inducible T cell costimulator ligand,ENSG00000160223,human,ICOSL,False
23308,87.58699,ICOSLG,inducible T cell costimulator ligand,ENSG00000160223,human,ICOSLG,False
50723,16.427708,Icosl,icos ligand,ENSMUSG00000000732,mouse,ICOSLG,False
682,17.88394,BSG,basigin (Ok blood group),ENSG00000172270,human,CD147,False
12215,15.292356,Bsg,basigin,ENSMUSG00000023175,mouse,CD147,False
6356,98.98177,CCL11,C-C motif chemokine ligand 11,ENSG00000172156,human,CCL11,False
20292,86.35641,Ccl11,chemokine (C-C motif) ligand 11,ENSMUSG00000020676,mouse,CCL11,False
8743,16.89695,TNFSF10,TNF superfamily member 10,ENSG00000121858,human,TRAIL,False
22035,14.350287,Tnfsf10,"tumor necrosis factor (ligand) superfamily, member 10",ENSMUSG00000039304,mouse,TRAIL,False
4281,87.535614,MID1,midline 1,ENSG00000101871,human,MID1,False
17318,77.54287,Mid1,midline 1,ENSMUSG00000035299,mouse,MID1,False
4350,18.736237,MPG,N-methylpurine DNA glycosylase,ENSG00000103152,human,MID1,False
268395,15.7503195,Mpg,N-methylpurine-DNA glycosylase,ENSMUSG00000020287,mouse,MID1,False
111242786,13.820045,LOC111242786,MID1 promoter D,,human,MID1,False
58526,12.352346,MID1IP1,MID1 interacting protein 1,ENSG00000165175,human,MID1,False
68041,6.907191,Mid1ip1,Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)),ENSMUSG00000008035,mouse,MID1,False
8832,92.381836,CD84,CD84 molecule,ENSG00000066294,human,CD84,False
12523,77.481544,Cd84,CD84 antigen,ENSMUSG00000038147,mouse,CD84,False
7704,19.558992,ZBTB16,zinc finger and BTB domain containing 16,ENSG00000109906,human,PLZF,True
235320,15.327839,Zbtb16,zinc finger and BTB domain containing 16,ENSMUSG00000066687,mouse,PLZF,False
3916,18.793802,LAMP1,lysosomal associated membrane protein 1,ENSG00000185896,human,CD107A,False
16783,14.721997,Lamp1,lysosomal-associated membrane protein 1,ENSMUSG00000031447,mouse,CD107A,False
3060,18.273476,HCRT,hypocretin neuropeptide precursor,ENSG00000161610,human,OX,False
7804,9.552584,LRP8,LDL receptor related protein 8,ENSG00000157193,human,LDL,False
29967,9.552584,LRP12,LDL receptor related protein 12,ENSG00000147650,human,LDL,False
53353,9.501929,LRP1B,LDL receptor related protein 1B,ENSG00000168702,human,LDL,False
84918,9.501929,LRP11,LDL receptor related protein 11,ENSG00000120256,human,LDL,False
4040,9.501929,LRP6,LDL receptor related protein 6,,human,LDL,False
4038,9.501929,LRP4,LDL receptor related protein 4,ENSG00000134569,human,LDL,False
4035,9.489892,LRP1,LDL receptor related protein 1,ENSG00000123384,human,LDL,False
4037,9.4326315,LRP3,LDL receptor related protein 3,ENSG00000130881,human,LDL,False
4041,9.4326315,LRP5,LDL receptor related protein 5,ENSG00000162337,human,LDL,False
26020,9.424016,LRP10,LDL receptor related protein 10,ENSG00000197324,human,LDL,False
6850,87.5785,SYK,spleen associated tyrosine kinase,ENSG00000165025,human,SYK,False
20963,74.44158,Syk,spleen tyrosine kinase,ENSMUSG00000021457,mouse,SYK,False
4615,81.88449,MYD88,MYD88 innate immune signal transduction adaptor,ENSG00000172936,human,MYD88,False
17874,69.25337,Myd88,myeloid differentiation primary response gene 88,ENSMUSG00000032508,mouse,MYD88,False
9402,18.249216,GRAP2,GRB2 related adaptor protein 2,ENSG00000100351,human,P38,False
1398,17.245842,CRK,"CRK proto-oncogene, adaptor protein",ENSG00000167193,human,P38,False
5594,16.293339,MAPK1,mitogen-activated protein kinase 1,ENSG00000100030,human,P38,False
26073,15.994025,POLDIP2,DNA polymerase delta interacting protein 2,ENSG00000004142,human,P38,False
7965,15.994025,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,ENSG00000106305,human,P38,False
1432,15.994025,MAPK14,mitogen-activated protein kinase 14,ENSG00000112062,human,P38,False
10598,15.710512,AHSA1,activator of HSP90 ATPase activity 1,ENSG00000100591,human,P38,False
26416,14.995943,Mapk14,mitogen-activated protein kinase 14,ENSMUSG00000053436,mouse,P38,False
17444,14.293513,Grap2,GRB2-related adaptor protein 2,ENSMUSG00000042351,mouse,P38,False
217737,13.414344,Ahsa1,"AHA1, activator of heat shock protein ATPase 1",ENSMUSG00000021037,mouse,P38,False
5599,17.572899,MAPK8,mitogen-activated protein kinase 8,ENSG00000107643,human,JNK,False
26419,14.371757,Mapk8,mitogen-activated protein kinase 8,ENSMUSG00000021936,mouse,JNK,False
4300,10.753076,MLLT3,MLLT3 super elongation complex subunit,ENSG00000171843,human,SUPER,False
4298,10.753076,MLLT1,MLLT1 super elongation complex subunit,ENSG00000130382,human,SUPER,False
109851610,7.6570206,LOC109851610,enhancer 2 sub-fragment of super enhancer upstream of RUNX3,,human,SUPER,False
109648317,7.486323,LOC109648317,enhancer 4 sub-fragment of super-enhancer upstream of RUNX1,,human,SUPER,False
9734,18.790848,HDAC9,histone deacetylase 9,ENSG00000048052,human,HDAC,False
58516,12.199604,SINHCAF,SIN3-HDAC complex associated factor,,human,HDAC,False
56306,10.013943,Sinhcaf,SIN3-HDAC complex associated factor,ENSMUSG00000039985,mouse,HDAC,False
100131529,3.4986029,LOC100131529,SIN3-HDAC complex associated factor pseudogene,,human,HDAC,False
10013,86.56305,HDAC6,histone deacetylase 6,ENSG00000094631,human,HDAC6,False
15185,73.92187,Hdac6,histone deacetylase 6,ENSMUSG00000031161,mouse,HDAC6,False
8520,7.662847,HAT1,histone acetyltransferase 1,ENSG00000128708,human,HISTONE,False
3066,7.655962,HDAC2,histone deacetylase 2,ENSG00000196591,human,HISTONE,False
10014,7.6559296,HDAC5,histone deacetylase 5,ENSG00000108840,human,HISTONE,False
8841,7.648497,HDAC3,histone deacetylase 3,ENSG00000171720,human,HISTONE,False
3065,7.648497,HDAC1,histone deacetylase 1,ENSG00000116478,human,HISTONE,False
9759,7.648497,HDAC4,histone deacetylase 4,ENSG00000068024,human,HISTONE,False
83933,7.646634,HDAC10,histone deacetylase 10,ENSG00000100429,human,HISTONE,False
107986209,7.641235,LOC107986209,histone H3.3-like,,human,HISTONE,False
10013,7.6410103,HDAC6,histone deacetylase 6,ENSG00000094631,human,HISTONE,False
79885,7.639521,HDAC11,histone deacetylase 11,ENSG00000163517,human,HISTONE,False
26122,8.829937,EPC2,enhancer of polycomb homolog 2,ENSG00000135999,human,POLYCOMB,False
84759,8.829937,PCGF1,polycomb group ring finger 1,ENSG00000115289,human,POLYCOMB,False
10336,8.821689,PCGF3,polycomb group ring finger 3,ENSG00000185619,human,POLYCOMB,False
84333,8.79674,PCGF5,polycomb group ring finger 5,ENSG00000180628,human,POLYCOMB,False
80314,8.792582,EPC1,enhancer of polycomb homolog 1,ENSG00000120616,human,POLYCOMB,False
7703,8.760418,PCGF2,polycomb group ring finger 2,,human,POLYCOMB,False
84108,8.760418,PCGF6,polycomb group ring finger 6,ENSG00000156374,human,POLYCOMB,True
105463122,8.168042,Tip3,transcribed intergenic polycomb 3,,mouse,POLYCOMB,False
10389,8.10105,SCML2,Scm polycomb group protein like 2,ENSG00000102098,human,POLYCOMB,False
23512,8.10105,SUZ12,SUZ12 polycomb repressive complex 2 subunit,ENSG00000178691,human,POLYCOMB,False
6347,16.56942,CCL2,C-C motif chemokine ligand 2,ENSG00000108691,human,MCP1,False
20296,13.896934,Ccl2,chemokine (C-C motif) ligand 2,ENSMUSG00000035385,mouse,MCP1,False
6901,88.28437,TAZ,tafazzin,ENSG00000102125,human,TAZ,False
66826,77.784035,Taz,tafazzin,ENSMUSG00000009995,mouse,TAZ,False
25937,17.294247,WWTR1,WW domain containing transcription regulator 1,ENSG00000018408,human,TAZ,False
97064,14.6902685,Wwtr1,WW domain containing transcription regulator 1,ENSMUSG00000027803,mouse,TAZ,False
7003,86.90109,TEAD1,TEA domain transcription factor 1,ENSG00000187079,human,TEAD1,True
21676,72.73955,Tead1,TEA domain family member 1,ENSMUSG00000055320,mouse,TEAD1,False
108254681,13.45732,LOC108254681,TEAD1 intron CAGE-defined low expression enhancers,,human,TEAD1,False
780904,111.432,PSS,Potocki-Shaffer syndrome,,human,PSS,False
1041,18.213854,CDSN,corneodesmosin,,human,PSS,False
594857,89.117355,NPS,neuropeptide S,ENSG00000214285,human,NPS,False
100043254,75.43162,Nps,neuropeptide S,ENSMUSG00000073804,mouse,NPS,False
921,91.95493,CD5,CD5 molecule,ENSG00000110448,human,CD5,False
12507,75.32293,Cd5,CD5 antigen,ENSMUSG00000024669,mouse,CD5,False
922,14.533543,CD5L,CD5 molecule like,ENSG00000073754,human,CD5,False
11801,12.35137,Cd5l,CD5 antigen-like,ENSMUSG00000015854,mouse,CD5,False
22807,16.740557,IKZF2,IKAROS family zinc finger 2,ENSG00000030419,human,HELIOS,True
22779,14.69297,Ikzf2,IKAROS family zinc finger 2,ENSMUSG00000025997,mouse,HELIOS,False
407052,100.09136,MIR95,microRNA 95,ENSG00000207807,human,MIR95,False
406938,98.98934,MIR146A,microRNA 146a,ENSG00000283733,human,MIR146A,False
406947,93.732315,MIR155,microRNA 155,ENSG00000283904,human,MIR155,False
ENSMUSG00000065397,77.86334,Mir155,microRNA 155,ENSMUSG00000065397,mouse,MIR155,False
387173,77.86334,Mir155,microRNA 155,,mouse,MIR155,False
114614,18.508402,MIR155HG,MIR155 host gene,ENSG00000234883,human,MIR155,False
ENSMUSG00000097418,12.277824,Mir155hg,Mir155 host gene (non-protein coding),ENSMUSG00000097418,mouse,MIR155,False
100653389,12.22863,Mir155hg,Mir155 host gene (non-protein coding),,mouse,MIR155,False
3964,90.097084,LGALS8,galectin 8,ENSG00000116977,human,LGALS8,False
56048,75.56529,Lgals8,"lectin, galactose binding, soluble 8",ENSMUSG00000057554,mouse,LGALS8,False
100287902,17.610676,LGALS8-AS1,LGALS8 antisense RNA 1,ENSG00000223776,human,LGALS8,False
3938,18.281046,LCT,lactase,ENSG00000115850,human,LAC,False
226413,15.315934,Lct,lactase,ENSMUSG00000026354,mouse,LAC,False
22084,15.3399935,Tsc2,tuberous sclerosis 2,ENSMUSG00000002496,mouse,NAFLD,False
20331,93.36894,seb,seborrheic dermatitis,,mouse,SEB,False
26040,18.787968,SETBP1,SET binding protein 1,ENSG00000152217,human,SEB,True
240427,15.782143,Setbp1,SET binding protein 1,ENSMUSG00000024548,mouse,SEB,False
6295,89.19084,SAG,S-antigen visual arrestin,,human,SAG,False
20215,72.88334,Sag,"S-antigen, retina and pineal gland (arrestin)",ENSMUSG00000056055,mouse,SAG,False
1755,17.863571,DMBT1,deleted in malignant brain tumors 1,ENSG00000187908,human,SAG,False
9616,17.824314,RNF7,ring finger protein 7,ENSG00000114125,human,SAG,False
19823,14.523694,Rnf7,ring finger protein 7,ENSMUSG00000051234,mouse,SAG,False
2993,19.518665,GYPA,glycophorin A (MNS blood group),ENSG00000170180,human,GPA,False
14934,15.305795,Gypa,glycophorin A,ENSMUSG00000051839,mouse,GPA,False
6361,93.83845,CCL17,C-C motif chemokine ligand 17,ENSG00000102970,human,CCL17,False
20295,78.269844,Ccl17,chemokine (C-C motif) ligand 17,ENSMUSG00000031780,mouse,CCL17,False
6373,92.30153,CXCL11,C-X-C motif chemokine ligand 11,ENSG00000169248,human,CXCL11,False
ENSMUSG00000060183,76.407684,Cxcl11,chemokine (C-X-C motif) ligand 11,ENSMUSG00000060183,mouse,CXCL11,False
56066,76.407684,Cxcl11,chemokine (C-X-C motif) ligand 11,,mouse,CXCL11,False
55870,85.94658,ASH1L,ASH1 like histone lysine methyltransferase,ENSG00000116539,human,ASH1L,True
192195,72.133316,Ash1l,ASH1 like histone lysine methyltransferase,ENSMUSG00000028053,mouse,ASH1L,False
ENSG00000227773,13.749889,ASH1L-IT1,ASH1L intronic transcript 1,ENSG00000227773,human,ASH1L,False
106478976,13.749889,ASH1L-IT1,ASH1L intronic transcript 1,,human,ASH1L,False
645676,13.633185,ASH1L-AS1,ASH1L antisense RNA 1,ENSG00000235919,human,ASH1L,False
3065,85.71935,HDAC1,histone deacetylase 1,ENSG00000116478,human,HDAC1,False
433759,75.08356,Hdac1,histone deacetylase 1,ENSMUSG00000028800,mouse,HDAC1,False
15181,5.8856454,Gm10093,histone deacetylase 1 pseudogene,,mouse,HDAC1,False
8829,90.091354,NRP1,neuropilin 1,ENSG00000099250,human,NRP1,False
18186,71.74649,Nrp1,neuropilin 1,ENSMUSG00000025810,mouse,NRP1,False
4745,18.284101,NELL1,neural EGFL like 1,ENSG00000165973,human,NRP1,False
3956,17.863571,LGALS1,galectin 1,ENSG00000100097,human,GAL1,False
4609,88.05774,MYC,"MYC proto-oncogene, bHLH transcription factor",ENSG00000136997,human,MYC,True
17869,72.23901,Myc,myelocytomatosis oncogene,ENSMUSG00000022346,mouse,MYC,False
78688,15.014304,Nol3,nucleolar protein 3 (apoptosis repressor with CARD domain),ENSMUSG00000014776,mouse,MYC,False
80177,11.665388,MYCT1,MYC target 1,ENSG00000120279,human,MYC,False
26292,11.613766,MYCBP,MYC binding protein,ENSG00000214114,human,MYC,False
17870,10.478232,Mycs,"myc-like oncogene, s-myc protein",ENSMUSG00000044597,mouse,MYC,False
6018,10.456484,RLF,rearranged L-myc fusion,ENSG00000117000,human,MYC,True
4149,10.456484,MAX,MYC associated factor X,ENSG00000125952,human,MYC,True
56309,9.790828,Mycbp,MYC binding protein,ENSMUSG00000028647,mouse,MYC,False
68632,9.734163,Myct1,myc target 1,ENSMUSG00000046916,mouse,MYC,False
17345,15.764287,Mki67,antigen identified by monoclonal antibody Ki 67,ENSMUSG00000031004,mouse,KI67,False
9437,18.273571,NCR1,natural cytotoxicity triggering receptor 1,,human,NKP46,False
17086,15.280551,Ncr1,natural cytotoxicity triggering receptor 1,ENSMUSG00000062524,mouse,NKP46,False
1739,16.592789,DLG1,discs large MAGUK scaffold protein 1,ENSG00000075711,human,DLGH1,False
13383,13.9165325,Dlg1,discs large MAGUK scaffold protein 1,ENSMUSG00000022770,mouse,DLGH1,False
3383,93.83845,ICAM1,intercellular adhesion molecule 1,ENSG00000090339,human,ICAM1,False
15894,74.80522,Icam1,intercellular adhesion molecule 1,ENSMUSG00000037405,mouse,ICAM1,False
338434,14.58029,CANDN1,"candidiasis, nail 1 (with ICAM1 deficiency)",,human,ICAM1,False
5524,7.5135574,PTPA,protein phosphatase 2 phosphatase activator,ENSG00000119383,human,PHOSPHATASE,False
283871,7.3720098,PGP,phosphoglycolate phosphatase,ENSG00000184207,human,PHOSPHATASE,False
5723,7.353644,PSPH,phosphoserine phosphatase,ENSG00000146733,human,PHOSPHATASE,False
57026,7.345556,PDXP,pyridoxal phosphatase,ENSG00000241360,human,PHOSPHATASE,False
493911,6.5273085,PHOSPHO2,"phosphatase, orphan 2",ENSG00000144362,human,PHOSPHATASE,False
55,6.5273085,ACPP,"acid phosphatase, prostate",ENSG00000014257,human,PHOSPHATASE,False
162466,6.5273085,PHOSPHO1,phosphoethanolamine/phosphocholine phosphatase,ENSG00000173868,human,PHOSPHATASE,False
8612,6.5183344,PLPP2,phospholipid phosphatase 2,ENSG00000141934,human,PHOSPHATASE,False
52,6.517847,ACP1,acid phosphatase 1,ENSG00000143727,human,PHOSPHATASE,False
84513,6.517847,PLPP5,phospholipid phosphatase 5,ENSG00000147535,human,PHOSPHATASE,False
23371,14.410498,TNS2,tensin 2,ENSG00000111077,human,TENSIN,False
7145,14.31406,TNS1,tensin 1,ENSG00000079308,human,TENSIN,False
84951,14.220198,TNS4,tensin 4,ENSG00000131746,human,TENSIN,False
64759,14.152168,TNS3,tensin 3,ENSG00000136205,human,TENSIN,False
209039,11.926617,Tns2,tensin 2,ENSMUSG00000037003,mouse,TENSIN,False
21961,11.926617,Tns1,tensin 1,ENSMUSG00000055322,mouse,TENSIN,False
217169,11.926617,Tns4,tensin 4,ENSMUSG00000017607,mouse,TENSIN,False
319939,11.861816,Tns3,tensin 3,ENSMUSG00000020422,mouse,TENSIN,False
5728,11.356184,PTEN,phosphatase and tensin homolog,,human,TENSIN,False
7179,10.258765,TPTE,transmembrane phosphatase with tensin homology,ENSG00000274391,human,TENSIN,False
5728,88.26484,PTEN,phosphatase and tensin homolog,,human,PTEN,False
19211,74.532745,Pten,phosphatase and tensin homolog,ENSMUSG00000013663,mouse,PTEN,False
65018,12.426332,PINK1,PTEN induced kinase 1,ENSG00000158828,human,PTEN,False
68943,9.526056,Pink1,PTEN induced putative kinase 1,ENSMUSG00000028756,mouse,PTEN,False
143903,19.422283,LAYN,layilin,ENSG00000204381,human,LAYILIN,False
244864,16.293894,Layn,layilin,ENSMUSG00000060594,mouse,LAYILIN,False
9241,87.657394,NOG,noggin,ENSG00000183691,human,NOG,False
18121,75.421196,Nog,noggin,ENSMUSG00000048616,mouse,NOG,False
3554,18.29033,IL1R1,interleukin 1 receptor type 1,ENSG00000115594,human,IL1R,False
1237,90.364136,CCR8,C-C motif chemokine receptor 8,ENSG00000179934,human,CCR8,False
12776,77.88672,Ccr8,chemokine (C-C motif) receptor 8,ENSMUSG00000042262,mouse,CCR8,False
6346,90.45898,CCL1,C-C motif chemokine ligand 1,ENSG00000108702,human,CCL1,False
20290,75.86881,Ccl1,chemokine (C-C motif) ligand 1,ENSMUSG00000020702,mouse,CCL1,False
7375,89.46684,USP4,ubiquitin specific peptidase 4,ENSG00000114316,human,USP4,False
22258,70.7991,Usp4,ubiquitin specific peptidase 4 (proto-oncogene),ENSMUSG00000032612,mouse,USP4,False
3394,86.13366,IRF8,interferon regulatory factor 8,ENSG00000140968,human,IRF8,True
15900,71.48393,Irf8,interferon regulatory factor 8,ENSMUSG00000041515,mouse,IRF8,False
55432,12.9605665,YOD1,YOD1 deubiquitinase,ENSG00000180667,human,DEUBIQUITINASE,False
55593,11.527776,OTUD5,OTU deubiquitinase 5,ENSG00000068308,human,DEUBIQUITINASE,False
54726,11.527776,OTUD4,OTU deubiquitinase 4,ENSG00000164164,human,DEUBIQUITINASE,False
139562,11.475662,OTUD6A,OTU deubiquitinase 6A,ENSG00000189401,human,DEUBIQUITINASE,False
23252,11.475662,OTUD3,OTU deubiquitinase 3,ENSG00000169914,human,DEUBIQUITINASE,False
56957,11.399242,OTUD7B,OTU deubiquitinase 7B,ENSG00000264522,human,DEUBIQUITINASE,False
161725,11.36056,OTUD7A,OTU deubiquitinase 7A,ENSG00000169918,human,DEUBIQUITINASE,False
220213,11.36056,OTUD1,OTU deubiquitinase 1,ENSG00000165312,human,DEUBIQUITINASE,False
226418,10.93636,Yod1,YOD1 deubiquitinase,ENSMUSG00000046404,mouse,DEUBIQUITINASE,False
1540,10.199228,CYLD,CYLD lysine 63 deubiquitinase,ENSG00000083799,human,DEUBIQUITINASE,False
12995,15.009354,Csnk2a1,"casein kinase 2, alpha 1 polypeptide",ENSMUSG00000074698,mouse,CK2,False
13000,14.992207,Csnk2a2,"casein kinase 2, alpha prime polypeptide",ENSMUSG00000046707,mouse,CK2,False
8491,6.4265437,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3,ENSG00000011566,human,KINASE,False
11183,6.41528,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5,ENSG00000012983,human,KINASE,False
11184,6.413281,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1,,human,KINASE,False
9448,6.40663,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,ENSG00000071054,human,KINASE,False
5871,6.4059033,MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2,ENSG00000168067,human,KINASE,False
80122,6.0264606,MAP3K19,mitogen-activated protein kinase kinase kinase 19,ENSG00000176601,human,KINASE,False
51776,6.0215154,MAP3K20,mitogen-activated protein kinase kinase kinase 20,ENSG00000091436,human,KINASE,False
84451,6.0215154,MAP3K21,mitogen-activated protein kinase kinase kinase 21,ENSG00000143674,human,KINASE,False
4216,6.0174127,MAP3K4,mitogen-activated protein kinase kinase kinase 4,ENSG00000085511,human,KINASE,False
6885,6.0174127,MAP3K7,mitogen-activated protein kinase kinase kinase 7,ENSG00000135341,human,KINASE,False
100616444,18.795881,ERVK-20,endogenous retrovirus group K member 20,,human,ENV,False
110006328,18.295637,ERVK-32,"endogenous retrovirus group K member 32, envelope",,human,ENV,False
100775105,18.223583,ERVK-18,endogenous retrovirus group K member 18,,human,ENV,False
30816,17.309805,ERVW-1,"endogenous retrovirus group W member 1, envelope",ENSG00000242950,human,ENV,False
17276,15.764287,Mela,melanoma antigen,,mouse,ENV,False
105373297,10.372243,ERVFC1,endogenous retrovirus group FC1 Env polyprotein,,human,ENV,False
105372315,8.852605,LOC105372315,endogenous retrovirus group S71 member 1 Env polyprotein,,human,ENV,False
105377641,8.797955,LOC105377641,endogenous retrovirus group PABLB member 1 Env polyprotein,,human,ENV,False
107984203,8.747392,LOC107984203,endogenous retrovirus group K member 6 Env polyprotein,,human,ENV,False
100533733,3.0814078,LOC100533733,HERV-FRD provirus ancestral Env polyprotein pseudogene,,human,ENV,False
15945,15.0358305,Cxcl10,chemokine (C-X-C motif) ligand 10,ENSMUSG00000034855,mouse,IP10,False
27180,101.33333,SIGLEC9,sialic acid binding Ig like lectin 9,ENSG00000129450,human,SIGLEC9,False
83382,14.979069,Siglece,sialic acid binding Ig-like lectin E,ENSMUSG00000030474,mouse,SIGLEC9,False
111654,90.00323,Ifna,interferon alpha,,mouse,IFNA,False
3438,19.579046,IFN1@,"interferon, type 1, cluster",,human,IFNA,False
3440,17.583454,IFNA2,interferon alpha 2,ENSG00000188379,human,IFNA,False
3451,17.259607,IFNA17,interferon alpha 17,ENSG00000234829,human,IFNA,False
3320,17.298185,HSP90AA1,heat shock protein 90 alpha family class A member 1,ENSG00000080824,human,HSPN,False
8764,18.26486,TNFRSF14,TNF receptor superfamily member 14,,human,HVEM,False
230979,15.340278,Tnfrsf14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",ENSMUSG00000042333,mouse,HVEM,False
151888,88.478745,BTLA,B and T lymphocyte associated,ENSG00000186265,human,BTLA,False
208154,75.023544,Btla,B and T lymphocyte associated,ENSMUSG00000052013,mouse,BTLA,False
4050,90.4169,LTB,lymphotoxin beta,,human,LTB,False
16994,75.833534,Ltb,lymphotoxin B,ENSMUSG00000024399,mouse,LTB,False
6927,17.597157,HNF1A,HNF1 homeobox A,ENSG00000135100,human,TCF1,True
21405,14.504827,Hnf1a,HNF1 homeobox A,ENSMUSG00000029556,mouse,TCF1,False
21414,14.504827,Tcf7,"transcription factor 7, T cell specific",ENSMUSG00000000782,mouse,TCF1,False
13180,6.4798293,Pcbd1,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,ENSMUSG00000020098,mouse,TCF1,False
72562,6.472554,Pcbd2,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2,ENSMUSG00000021496,mouse,TCF1,False
102723934,3.6131487,LOC102723934,BCL-6 corepressor pseudogene,,human,BCL,False
3091,85.24022,HIF1A,hypoxia inducible factor 1 subunit alpha,ENSG00000100644,human,HIF1A,True
15251,72.351715,Hif1a,"hypoxia inducible factor 1, alpha subunit",ENSMUSG00000021109,mouse,HIF1A,False
100750247,17.601095,HIF1A-AS2,HIF1A antisense RNA 2,,human,HIF1A,False
100750246,17.59501,HIF1A-AS1,HIF1A antisense RNA 1,ENSG00000258777,human,HIF1A,False
1810,84.97662,DR1,down-regulator of transcription 1,ENSG00000117505,human,DR1,True
13486,72.276596,Dr1,down-regulator of transcription 1,ENSMUSG00000029265,mouse,DR1,False
10589,12.207664,DRAP1,DR1 associated protein 1,ENSG00000175550,human,DR1,True
66556,7.185591,Drap1,Dr1 associated protein 1 (negative cofactor 2 alpha),ENSMUSG00000024914,mouse,DR1,False
1116,92.27491,CHI3L1,chitinase 3 like 1,ENSG00000133048,human,CHI3L1,False
12654,15.33249,Chil1,chitinase-like 1,ENSMUSG00000064246,mouse,CHI3L1,False
50943,18.29033,FOXP3,forkhead box P3,ENSG00000049768,human,IPEX,True
6387,86.67174,CXCL12,C-X-C motif chemokine ligand 12,ENSG00000107562,human,CXCL12,False
20315,75.84891,Cxcl12,chemokine (C-X-C motif) ligand 12,ENSMUSG00000061353,mouse,CXCL12,False
695,86.95868,BTK,Bruton tyrosine kinase,ENSG00000010671,human,BTK,False
12229,71.14324,Btk,Bruton agammaglobulinemia tyrosine kinase,ENSMUSG00000031264,mouse,BTK,False
24056,9.749138,Sh3bp5,SH3-domain binding protein 5 (BTK-associated),ENSMUSG00000021892,mouse,BTK,False
7098,85.30548,TLR3,toll like receptor 3,ENSG00000164342,human,TLR3,False
142980,74.31081,Tlr3,toll-like receptor 3,ENSMUSG00000031639,mouse,TLR3,False
10501,12.0357,SEMA6B,semaphorin 6B,ENSG00000167680,human,6B,False
3854,12.004497,KRT6B,keratin 6B,ENSG00000185479,human,6B,False
5158,11.87132,PDE6B,phosphodiesterase 6B,ENSG00000133256,human,6B,False
220081,10.614785,ERICH6B,glutamate rich 6B,ENSG00000165837,human,6B,False
23522,10.574683,KAT6B,lysine acetyltransferase 6B,,human,6B,False
51412,10.570931,ACTL6B,actin like 6B,ENSG00000077080,human,6B,False
23135,10.565529,KDM6B,lysine demethylase 6B,ENSG00000132510,human,6B,False
16688,10.032392,Krt6b,keratin 6B,ENSMUSG00000023041,mouse,6B,False
320769,10.021408,Prdx6b,peroxiredoxin 6B,ENSMUSG00000050114,mouse,6B,False
140465,9.513451,MYL6B,myosin light chain 6B,ENSG00000196465,human,6B,False
284340,93.268265,CXCL17,C-X-C motif chemokine ligand 17,ENSG00000189377,human,CXCL17,False
232983,77.82318,Cxcl17,chemokine (C-X-C motif) ligand 17,ENSMUSG00000060188,mouse,CXCL17,False
5771,86.21644,PTPN2,"protein tyrosine phosphatase, non-receptor type 2",ENSG00000175354,human,PTPN2,False
19255,72.31056,Ptpn2,"protein tyrosine phosphatase, non-receptor type 2",ENSMUSG00000024539,mouse,PTPN2,False
554212,97.09762,MIR448,microRNA 448,ENSG00000199001,human,MIR448,False
723914,82.13406,Mir448,microRNA 448,,mouse,MIR448,False
ENSMUSG00000065450,82.13406,Mir448,microRNA 448,ENSMUSG00000065450,mouse,MIR448,False
