id,score,sym,name,ensemblgene,species,pr_value_norm,is_tf
55801,94.40955,IL26,interleukin 26,ENSG00000111536,human,IL26,False
729230,92.848305,CCR2,C-C motif chemokine receptor 2,ENSG00000121807,human,CCR2,False
12772,76.68847,Ccr2,chemokine (C-C motif) receptor 2,ENSMUSG00000049103,mouse,CCR2,False
2592,82.25346,GALT,galactose-1-phosphate uridylyltransferase,ENSG00000213930,human,GALT,False
14430,70.75424,Galt,galactose-1-phosphate uridyl transferase,ENSMUSG00000036073,mouse,GALT,False
14595,14.689268,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",ENSMUSG00000028413,mouse,GALT,False
14594,14.177119,Ggta1,"glycoprotein galactosyltransferase alpha 1, 3",ENSMUSG00000035778,mouse,GALT,False
429,9.022161,ASCL1,achaete-scute family bHLH transcription factor 1,ENSG00000139352,human,ACHAETE,True
121549,9.022161,ASCL4,achaete-scute family bHLH transcription factor 4,ENSG00000187855,human,ACHAETE,True
430,9.006568,ASCL2,achaete-scute family bHLH transcription factor 2,ENSG00000183734,human,ACHAETE,True
56676,8.933645,ASCL3,achaete-scute family bHLH transcription factor 3,ENSG00000176009,human,ACHAETE,True
647219,8.88768,ASCL5,achaete-scute family bHLH transcription factor 5,ENSG00000232237,human,ACHAETE,True
226439,7.5538955,Ascl5,achaete-scute family bHLH transcription factor 5,ENSMUSG00000097918,mouse,ACHAETE,False
17172,7.5363708,Ascl1,achaete-scute family bHLH transcription factor 1,ENSMUSG00000020052,mouse,ACHAETE,False
67341,7.5263457,Ascl4,achaete-scute family bHLH transcription factor 4,ENSMUSG00000085111,mouse,ACHAETE,False
17173,7.5161467,Ascl2,achaete-scute family bHLH transcription factor 2,ENSMUSG00000009248,mouse,ACHAETE,False
56787,7.45285,Ascl3,achaete-scute family bHLH transcription factor 3,ENSMUSG00000035951,mouse,ACHAETE,False
430,92.385605,ASCL2,achaete-scute family bHLH transcription factor 2,ENSG00000183734,human,ASCL2,True
17173,78.13666,Ascl2,achaete-scute family bHLH transcription factor 2,ENSMUSG00000009248,mouse,ASCL2,False
12806,93.32359,co,cocked,,mouse,CO,False
358,18.760159,AQP1,aquaporin 1 (Colton blood group),ENSG00000240583,human,CO,False
148738,10.320756,HJV,hemojuvelin BMP co-receptor,ENSG00000168509,human,CO,False
69310,9.733767,Pacrg,PARK2 co-regulated,ENSMUSG00000037196,mouse,CO,False
66768,8.780021,Pacrgl,PARK2 co-regulated-like,ENSMUSG00000029089,mouse,CO,False
76927,8.706862,Tsacc,TSSK6 activating co-chaperone,ENSMUSG00000010538,mouse,CO,False
285704,7.982214,RGMB,repulsive guidance molecule BMP co-receptor b,ENSG00000174136,human,CO,False
57316,7.969525,C1d,C1D nuclear receptor co-repressor,ENSMUSG00000000581,mouse,CO,False
20602,7.9536514,Ncor2,nuclear receptor co-repressor 2,ENSMUSG00000029478,mouse,CO,False
54167,7.929848,Icos,inducible T cell co-stimulator,ENSMUSG00000026009,mouse,CO,False
6370,97.12685,CCL25,C-C motif chemokine ligand 25,ENSG00000131142,human,CCL25,False
20300,78.18071,Ccl25,chemokine (C-C motif) ligand 25,ENSMUSG00000023235,mouse,CCL25,False
10803,87.53015,CCR9,C-C motif chemokine receptor 9,ENSG00000173585,human,CCR9,False
12769,75.86881,Ccr9,chemokine (C-C motif) receptor 9,ENSMUSG00000029530,mouse,CCR9,False
1238,17.590698,ACKR2,atypical chemokine receptor 2,ENSG00000144648,human,CCR9,False
59289,14.979069,Ackr2,atypical chemokine receptor 2,ENSMUSG00000044534,mouse,CCR9,False
28907,19.58077,IGKV5-2,immunoglobulin kappa variable 5-2,,human,B2,False
9842,17.07241,PLEKHM1,pleckstrin homology and RUN domain containing M1,,human,B2,False
353047,15.3251295,Plekhm1,"pleckstrin homology domain containing, family M (with RUN domain) member 1",ENSMUSG00000034247,mouse,B2,False
12062,14.318796,Bdkrb2,"bradykinin receptor, beta 2",ENSMUSG00000021070,mouse,B2,False
3212,11.64494,HOXB2,homeobox B2,ENSG00000173917,human,B2,True
23654,11.618025,PLXNB2,plexin B2,ENSG00000196576,human,B2,False
1948,11.602427,EFNB2,ephrin B2,ENSG00000125266,human,B2,False
440387,11.578521,CTRB2,chymotrypsinogen B2,,human,B2,False
100506431,11.565428,LOC100506431,B2 RNA,,human,B2,False
1361,11.565428,CPB2,carboxypeptidase B2,ENSG00000080618,human,B2,False
58991,16.590038,Ghrl,ghrelin,ENSMUSG00000064177,mouse,GHRELIN,False
51738,13.614526,GHRL,ghrelin and obestatin prepropeptide,ENSG00000157017,human,GHRELIN,False
100126793,12.632984,GHRLOS,ghrelin opposite strand/antisense RNA,ENSG00000240288,human,GHRELIN,False
14599,83.86256,Gh,growth hormone,ENSMUSG00000020713,mouse,GH,False
8836,17.85968,GGH,gamma-glutamyl hydrolase,ENSG00000137563,human,GH,False
2688,15.954787,GH1,growth hormone 1,ENSG00000259384,human,GH,False
66790,12.064817,Grtp1,GH regulated TBC protein 1,ENSMUSG00000038515,mouse,GH,False
3552,90.70617,IL1A,interleukin 1 alpha,ENSG00000115008,human,IL1α,False
16175,78.34573,Il1a,interleukin 1 alpha,ENSMUSG00000027399,mouse,IL1α,False
4179,93.40438,CD46,CD46 molecule,ENSG00000117335,human,CD46,False
17221,79.02421,Cd46,"CD46 antigen, complement regulatory protein",ENSMUSG00000016493,mouse,CD46,False
ENSG00000244703,4.808601,CD46P1,CD46 molecule pseudogene 1,ENSG00000244703,human,CD46,False
4182,4.718975,CD46P1,CD46 molecule pseudogene 1,,human,CD46,False
27086,89.49123,FOXP1,forkhead box P1,ENSG00000114861,human,FOXP1,True
108655,73.45713,Foxp1,forkhead box P1,ENSMUSG00000030067,mouse,FOXP1,False
ENSG00000242094,17.647972,FOXP1-IT1,FOXP1 intronic transcript 1,ENSG00000242094,human,FOXP1,False
100506815,17.625654,FOXP1-IT1,FOXP1 intronic transcript 1,,human,FOXP1,False
104502416,17.000057,FOXP1-AS1,FOXP1 antisense RNA 1,ENSG00000244203,human,FOXP1,False
18053,9.022728,Ngfr,"nerve growth factor receptor (TNFR superfamily, member 16)",ENSMUSG00000000120,mouse,TNFR,False
80312,12.679989,TET1,tet methylcytosine dioxygenase 1,ENSG00000138336,human,TET,True
200424,12.293409,TET3,tet methylcytosine dioxygenase 3,ENSG00000187605,human,TET,True
54790,12.243139,TET2,tet methylcytosine dioxygenase 2,ENSG00000168769,human,TET,True
214133,10.432525,Tet2,tet methylcytosine dioxygenase 2,ENSMUSG00000040943,mouse,TET,False
52463,10.432525,Tet1,tet methylcytosine dioxygenase 1,ENSMUSG00000047146,mouse,TET,False
194388,10.375019,Tet3,tet methylcytosine dioxygenase 3,ENSMUSG00000034832,mouse,TET,False
441662,3.390307,TET1P1,tet methylcytosine dioxygenase 1 pseudogene 1,,human,TET,False
ENSG00000232204,3.27028,TET1P1,tet methylcytosine dioxygenase 1 pseudogene 1,ENSG00000232204,human,TET,False
133482,17.094185,SLCO6A1,solute carrier organic anion transporter family member 6A1,ENSG00000205359,human,GST,False
373156,16.685474,GSTK1,glutathione S-transferase kappa 1,ENSG00000197448,human,GST,False
56615,13.671365,Mgst1,microsomal glutathione S-transferase 1,ENSMUSG00000008540,mouse,GST,False
84553,8.280681,FAXC,"failed axon connections homolog, metaxin like GST domain containing",ENSG00000146267,human,GST,False
4843,17.572994,NOS2,nitric oxide synthase 2,ENSG00000007171,human,NOS,False
4842,17.093033,NOS1,nitric oxide synthase 1,ENSG00000089250,human,NOS,False
18125,14.166743,Nos1,"nitric oxide synthase 1, neuronal",ENSMUSG00000029361,mouse,NOS,False
987,87.64538,LRBA,LPS responsive beige-like anchor protein,ENSG00000198589,human,LRBA,False
80877,73.45773,Lrba,LPS-responsive beige-like anchor,ENSMUSG00000028080,mouse,LRBA,False
108281188,15.968339,LOC108281188,LRBA intron ENCODE-defined enhancer,,human,LRBA,False
59340,18.249039,HRH4,histamine receptor H4,ENSG00000134489,human,H4R,False
225192,15.305646,Hrh4,histamine receptor H4,ENSMUSG00000037346,mouse,H4R,False
5141,18.249216,PDE4A,phosphodiesterase 4A,ENSG00000065989,human,PDE4,False
386653,93.88018,IL31,interleukin 31,ENSG00000204671,human,IL31,False
76399,80.759544,Il31,interleukin 31,ENSMUSG00000029437,mouse,IL31,False
6869,17.565157,TACR1,tachykinin receptor 1,ENSG00000115353,human,NK1R,False
21336,15.755353,Tacr1,tachykinin receptor 1,ENSMUSG00000030043,mouse,NK1R,False
947,88.82965,CD34,CD34 molecule,ENSG00000174059,human,CD34,False
12490,72.975845,Cd34,CD34 antigen,ENSMUSG00000016494,mouse,CD34,False
4057,17.58047,LTF,lactotransferrin,ENSG00000012223,human,LF,True
106029242,16.570807,LOC106029242,ISL1 proximal LF-SINE,,human,LF,False
17002,15.334994,Ltf,lactotransferrin,ENSMUSG00000032496,mouse,LF,False
28885,19.600975,IGKV2D-24,immunoglobulin kappa variable 2D-24 (non-functional),,human,α7,False
3204,13.774992,HOXA7,homeobox A7,ENSG00000122592,human,α7,True
51125,13.774992,GOLGA7,golgin A7,ENSG00000147533,human,α7,False
310,13.751955,ANXA7,annexin A7,ENSG00000138279,human,α7,False
2045,12.306078,EPHA7,EPH receptor A7,ENSG00000135333,human,α7,False
15404,11.533898,Hoxa7,homeobox A7,ENSMUSG00000038236,mouse,α7,False
11750,11.477944,Anxa7,annexin A7,ENSMUSG00000021814,mouse,α7,False
4701,10.814516,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7,ENSG00000267855,human,α7,False
13841,10.141721,Epha7,Eph receptor A7,ENSMUSG00000028289,mouse,α7,False
6278,9.88937,S100A7,S100 calcium binding protein A7,ENSG00000143556,human,α7,False
28907,19.58077,IGKV5-2,immunoglobulin kappa variable 5-2,,human,β2,False
9842,17.07241,PLEKHM1,pleckstrin homology and RUN domain containing M1,,human,β2,False
353047,15.3251295,Plekhm1,"pleckstrin homology domain containing, family M (with RUN domain) member 1",ENSMUSG00000034247,mouse,β2,False
12062,14.318796,Bdkrb2,"bradykinin receptor, beta 2",ENSMUSG00000021070,mouse,β2,False
3212,11.64494,HOXB2,homeobox B2,ENSG00000173917,human,β2,True
23654,11.618025,PLXNB2,plexin B2,ENSG00000196576,human,β2,False
1948,11.602427,EFNB2,ephrin B2,ENSG00000125266,human,β2,False
440387,11.578521,CTRB2,chymotrypsinogen B2,,human,β2,False
100506431,11.565428,LOC100506431,B2 RNA,,human,β2,False
1361,11.565428,CPB2,carboxypeptidase B2,ENSG00000080618,human,β2,False
27036,18.213854,SIGLEC7,sialic acid binding Ig like lectin 7,ENSG00000168995,human,CD328,False
3482,85.71459,IGF2R,insulin like growth factor 2 receptor,ENSG00000197081,human,IGF2R,False
16004,71.49052,Igf2r,insulin-like growth factor 2 receptor,ENSMUSG00000023830,mouse,IGF2R,False
ENSMUSG00000078247,16.504889,Airn,antisense Igf2r RNA,ENSMUSG00000078247,mouse,IGF2R,False
104103,16.493736,Airn,antisense Igf2r RNA,,mouse,IGF2R,False
100271873,13.413701,AIRN,antisense of IGF2R non-protein coding RNA,ENSG00000268257,human,IGF2R,False
3479,17.547077,IGF1,insulin like growth factor 1,ENSG00000017427,human,IGF,False
444882,12.241237,IGFL4,IGF like family member 4,ENSG00000204869,human,IGF,False
147920,12.208063,IGFL2,IGF like family member 2,ENSG00000204866,human,IGF,False
374918,12.208063,IGFL1,IGF like family member 1,ENSG00000188293,human,IGF,False
79713,12.140182,IGFLR1,IGF like family receptor 1,ENSG00000126246,human,IGF,False
388555,12.140182,IGFL3,IGF like family member 3,ENSG00000188624,human,IGF,False
232925,10.257839,Igfl3,IGF-like family member 3,ENSMUSG00000066756,mouse,IGF,False
492979,10.182088,Igf1sl1,IGF-1 serum levels 1,,mouse,IGF,False
100034947,10.149979,Igf1sl4,IGF-1 serum levels 4,,mouse,IGF,False
100034946,10.149979,Igf1sl2,IGF-1 serum levels 2,,mouse,IGF,False
3487,85.829506,IGFBP4,insulin like growth factor binding protein 4,ENSG00000141753,human,IGFBP4,False
16010,72.44853,Igfbp4,insulin-like growth factor binding protein 4,ENSMUSG00000017493,mouse,IGFBP4,False
9242,20.06503,MSC,musculin,ENSG00000178860,human,MUSCULIN,True
17681,17.05742,Msc,musculin,ENSMUSG00000025930,mouse,MUSCULIN,False
6777,93.20144,STAT5B,signal transducer and activator of transcription 5B,ENSG00000173757,human,STAT5B,True
20851,78.168945,Stat5b,signal transducer and activator of transcription 5B,ENSMUSG00000020919,mouse,STAT5B,False
5521,91.18954,PPP2R2B,protein phosphatase 2 regulatory subunit Bbeta,ENSG00000156475,human,PPP2R2B,False
72930,75.25211,Ppp2r2b,"protein phosphatase 2, regulatory subunit B, beta",ENSMUSG00000024500,mouse,PPP2R2B,False
100874361,17.596167,PPP2R2B-IT1,PPP2R2B intronic transcript 1,ENSG00000249553,human,PPP2R2B,False
5524,17.85968,PTPA,protein phosphatase 2 phosphatase activator,ENSG00000119383,human,PP2A,False
19052,14.73507,Ppp2ca,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform",ENSMUSG00000020349,mouse,PP2A,False
51792,14.004589,Ppp2r1a,"protein phosphatase 2, regulatory subunit A, alpha",ENSMUSG00000007564,mouse,PP2A,False
2908,17.54862,NR3C1,nuclear receptor subfamily 3 group C member 1,ENSG00000113580,human,GR,True
2936,15.887848,GSR,glutathione-disulfide reductase,ENSG00000104687,human,GR,False
14527,14.957585,Gcgr,glucagon receptor,ENSMUSG00000025127,mouse,GR,False
73822,13.325292,Mfsd12,major facilitator superfamily domain containing 12,ENSMUSG00000034854,mouse,GR,False
14815,13.325292,Nr3c1,"nuclear receptor subfamily 3, group C, member 1",ENSMUSG00000024431,mouse,GR,False
117289,11.604309,TAGAP,T cell activation RhoGTPase activating protein,ENSG00000164691,human,RHOGTPASE,False
117289,89.1119,TAGAP,T cell activation RhoGTPase activating protein,ENSG00000164691,human,TAGAP,False
72536,73.68175,Tagap,T cell activation Rho GTPase activating protein,ENSMUSG00000033450,mouse,TAGAP,False
387,89.830284,RHOA,ras homolog family member A,ENSG00000067560,human,RHOA,False
11848,72.9066,Rhoa,ras homolog family member A,ENSMUSG00000007815,mouse,RHOA,False
106480739,12.256735,RHOA-IT1,RHOA intronic transcript 1,,human,RHOA,False
ENSG00000235908,12.251537,RHOA-IT1,RHOA intronic transcript 1,ENSG00000235908,human,RHOA,False
399,87.16465,RHOH,ras homolog family member H,ENSG00000168421,human,RHOH,False
74734,73.44689,Rhoh,ras homolog family member H,ENSMUSG00000029204,mouse,RHOH,False
3932,86.53383,LCK,"LCK proto-oncogene, Src family tyrosine kinase",ENSG00000182866,human,LCK,False
16818,73.55949,Lck,lymphocyte protein tyrosine kinase,ENSMUSG00000000409,mouse,LCK,False
54923,11.932558,LIME1,Lck interacting transmembrane adaptor 1,ENSG00000203896,human,LCK,False
72699,10.038017,Lime1,Lck interacting transmembrane adaptor 1,ENSMUSG00000090077,mouse,LCK,False
7535,92.74084,ZAP70,zeta chain of T cell receptor associated protein kinase 70,ENSG00000115085,human,ZAP70,False
22637,77.04924,Zap70,zeta-chain (TCR) associated protein kinase,ENSMUSG00000026117,mouse,ZAP70,False
2048,17.11432,EPHB2,EPH receptor B2,ENSG00000133216,human,ERK,False
5594,17.103989,MAPK1,mitogen-activated protein kinase 1,ENSG00000100030,human,ERK,False
13844,14.353947,Ephb2,Eph receptor B2,ENSMUSG00000028664,mouse,ERK,False
26413,14.172647,Mapk1,mitogen-activated protein kinase 1,ENSMUSG00000063358,mouse,ERK,False
100126796,11.403937,Erk-50,50-kDa ERK-like protein,,mouse,ERK,False
925,89.73836,CD8A,CD8a molecule,ENSG00000153563,human,CD8A,False
12525,74.84125,Cd8a,"CD8 antigen, alpha chain",ENSMUSG00000053977,mouse,CD8A,False
106699567,13.7132635,LOC106699567,CD8A intronic regulatory region,,human,CD8A,False
8320,87.33064,EOMES,eomesodermin,ENSG00000163508,human,EOMES,True
13813,72.602974,Eomes,eomesodermin,ENSMUSG00000032446,mouse,EOMES,False
6198,17.595062,RPS6KB1,ribosomal protein S6 kinase B1,ENSG00000108443,human,S6K,False
72508,14.992207,Rps6kb1,"ribosomal protein S6 kinase, polypeptide 1",ENSMUSG00000020516,mouse,S6K,False
4586,17.331697,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",,human,MUCIN,False
100507679,11.214868,MUC22,mucin 22,ENSG00000261272,human,MUCIN,False
100129528,11.163955,MUC8,mucin 8,,human,MUCIN,False
727978,9.917343,LOC727978,mucin-5AC-like,,human,MUCIN,False
283463,9.877619,MUC19,"mucin 19, oligomeric",ENSG00000205592,human,MUCIN,False
105376353,9.870472,LOC105376353,mucin-5AC-like,,human,MUCIN,False
4589,9.870472,MUC7,"mucin 7, secreted",ENSG00000171195,human,MUCIN,False
118430,9.854733,MUCL1,mucin like 1,ENSG00000172551,human,MUCIN,False
135656,9.854733,MUCL3,mucin like 3,,human,MUCIN,False
105374301,9.793389,LOC105374301,mucin-1-like,,human,MUCIN,False
51284,87.69393,TLR7,toll like receptor 7,ENSG00000196664,human,TLR7,False
170743,72.56386,Tlr7,toll-like receptor 7,ENSMUSG00000044583,mouse,TLR7,False
81622,10.190868,UNC93B1,"unc-93 homolog B1, TLR signaling regulator",ENSG00000110057,human,TLR,False
54445,8.940037,Unc93b1,"unc-93 homolog B1, TLR signaling regulator",ENSMUSG00000036908,mouse,TLR,False
3902,17.58047,LAG3,lymphocyte activating 3,ENSG00000089692,human,CD223,False
16768,15.756329,Lag3,lymphocyte-activation gene 3,ENSMUSG00000030124,mouse,CD223,False
109447,93.34282,Par2,pulmonary adenoma resistance 2,,mouse,PAR2,False
2150,18.285305,F2RL1,F2R like trypsin receptor 1,ENSG00000164251,human,PAR2,False
55065,16.686953,SLC52A1,solute carrier family 52 member 1,ENSG00000132517,human,PAR2,False
8856,16.686953,NR1I2,nuclear receptor subfamily 1 group I member 2,ENSG00000144852,human,PAR2,True
52710,16.43654,Slc52a2,"solute carrier protein 52, member 2",ENSMUSG00000022560,mouse,PAR2,False
14063,15.334994,F2rl1,coagulation factor II (thrombin) receptor-like 1,ENSMUSG00000021678,mouse,PAR2,False
107522039,15.223484,LOC107522039,meiotic recombination hotspot PAR2,,human,PAR2,False
112235,90.16238,Par3,pulmonary adenoma resistance 3,,mouse,PAR3,False
2151,17.328154,F2RL2,coagulation factor II thrombin receptor like 2,ENSG00000164220,human,PAR3,False
56288,17.109013,PARD3,par-3 family cell polarity regulator,ENSG00000148498,human,PAR3,False
14064,15.328444,F2rl2,coagulation factor II (thrombin) receptor-like 2,ENSMUSG00000021675,mouse,PAR3,False
93742,14.992939,Pard3,par-3 family cell polarity regulator,ENSMUSG00000025812,mouse,PAR3,False
7056,19.522648,THBD,thrombomodulin,ENSG00000178726,human,THROMBOMODULIN,False
21824,16.715097,Thbd,thrombomodulin,ENSMUSG00000074743,mouse,THROMBOMODULIN,False
100862683,19.60452,ERVK-25,endogenous retrovirus group K member 25,,human,PROTEASE,False
100616102,18.779228,ERVK-9,endogenous retrovirus group K member 9,,human,PROTEASE,False
100862684,18.779228,ERVK-24,endogenous retrovirus group K member 24,,human,PROTEASE,False
619465,18.770727,ERVK-8,"endogenous retrovirus group K member 8, envelope",,human,PROTEASE,False
100616101,18.770727,ERVK-10,endogenous retrovirus group K member 10,,human,PROTEASE,False
100775105,18.745113,ERVK-18,endogenous retrovirus group K member 18,,human,PROTEASE,False
100862685,17.880224,ERVK-19,"endogenous retrovirus group K member 19, envelope",,human,PROTEASE,False
449619,17.880224,ERVK-7,endogenous retrovirus group K member 7,,human,PROTEASE,False
100616103,17.880224,ERVK-21,"endogenous retrovirus group K member 21, envelope",,human,PROTEASE,False
260429,7.801124,PRSS33,serine protease 33,ENSG00000103355,human,PROTEASE,False
3126,17.895767,HLA-DRB4,"major histocompatibility complex, class II, DR beta 4",,human,DR4,False
8797,17.58047,TNFRSF10A,TNF receptor superfamily member 10a,ENSG00000104689,human,DR4,False
11251,18.806837,PTGDR2,prostaglandin D2 receptor 2,ENSG00000183134,human,CRTH2,False
14764,15.33249,Ptgdr2,prostaglandin D2 receptor 2,ENSMUSG00000034117,mouse,CRTH2,False
3676,17.851303,ITGA4,integrin subunit alpha 4,ENSG00000115232,human,CD49D,False
16401,15.340278,Itga4,integrin alpha 4,ENSMUSG00000027009,mouse,CD49D,False
3824,17.54864,KLRD1,killer cell lectin like receptor D1,ENSG00000134539,human,CD94,False
16643,15.309058,Klrd1,"killer cell lectin-like receptor, subfamily D, member 1",ENSMUSG00000030165,mouse,CD94,False
3821,17.911007,KLRC1,killer cell lectin like receptor C1,ENSG00000134545,human,NKG2A,False
16641,15.760439,Klrc1,"killer cell lectin-like receptor subfamily C, member 1",ENSMUSG00000030167,mouse,NKG2A,False
4600,93.843,MX2,MX dynamin like GTPase 2,ENSG00000183486,human,MX2,False
17858,76.64442,Mx2,MX dynamin-like GTPase 2,ENSMUSG00000023341,mouse,MX2,False
10410,98.982315,IFITM3,interferon induced transmembrane protein 3,ENSG00000142089,human,IFITM3,False
66141,82.17769,Ifitm3,interferon induced transmembrane protein 3,ENSMUSG00000025492,mouse,IFITM3,False
7272,89.3099,TTK,TTK protein kinase,ENSG00000112742,human,TTK,False
22137,72.892654,Ttk,Ttk protein kinase,ENSMUSG00000038379,mouse,TTK,False
140810,14.149183,Ttbk2,tau tubulin kinase 2,ENSMUSG00000090100,mouse,TTK,False
7293,19.518665,TNFRSF4,TNF receptor superfamily member 4,ENSG00000186827,human,OX40,False
22163,15.764287,Tnfrsf4,"tumor necrosis factor receptor superfamily, member 4",ENSMUSG00000029075,mouse,OX40,False
73094,16.44004,Sgip1,SH3-domain GRB2-like (endophilin) interacting protein 1,ENSMUSG00000028524,mouse,GAG,False
17276,15.335053,Mela,melanoma antigen,,mouse,GAG,False
340595,11.497585,RTL4,retrotransposon Gag like 4,ENSG00000187823,human,GAG,False
340526,11.440674,RTL5,retrotransposon Gag like 5,ENSG00000242732,human,GAG,False
57529,11.426387,RTL9,retrotransposon Gag like 9,ENSG00000243978,human,GAG,False
8933,11.419964,RTL8C,retrotransposon Gag like 8C,ENSG00000134590,human,GAG,False
26071,11.419964,RTL8A,retrotransposon Gag like 8A,ENSG00000203950,human,GAG,False
79680,11.419964,RTL10,retrotransposon Gag like 10,ENSG00000215012,human,GAG,False
84247,11.40467,RTL6,retrotransposon Gag like 6,ENSG00000188636,human,GAG,False
441518,11.3829775,RTL8B,retrotransposon Gag like 8B,ENSG00000212747,human,GAG,False
3620,17.894493,IDO1,"indoleamine 2,3-dioxygenase 1",ENSG00000131203,human,IDO,False
15930,15.01802,Ido1,"indoleamine 2,3-dioxygenase 1",ENSMUSG00000031551,mouse,IDO,False
2056,18.883944,EPO,erythropoietin,ENSG00000130427,human,ERYTHROPOIETIN,False
2057,16.322327,EPOR,erythropoietin receptor,ENSG00000187266,human,ERYTHROPOIETIN,False
13856,15.756805,Epo,erythropoietin,ENSMUSG00000029711,mouse,ERYTHROPOIETIN,False
13857,13.633736,Epor,erythropoietin receptor,ENSMUSG00000006235,mouse,ERYTHROPOIETIN,False
81842,9.849788,Ierepo2,"immediate early response, erythropoietin 2",,mouse,ERYTHROPOIETIN,False
2056,88.772026,EPO,erythropoietin,ENSG00000130427,human,EPO,False
13856,75.23789,Epo,erythropoietin,ENSMUSG00000029711,mouse,EPO,False
7076,17.864191,TIMP1,TIMP metallopeptidase inhibitor 1,ENSG00000102265,human,EPO,False
8288,17.566881,EPX,eosinophil peroxidase,ENSG00000121053,human,EPO,False
13861,15.753347,Epx,eosinophil peroxidase,ENSMUSG00000052234,mouse,EPO,False
1439,17.825167,CSF2RB,colony stimulating factor 2 receptor beta common subunit,ENSG00000100368,human,CD131,False
3559,17.894493,IL2RA,interleukin 2 receptor subunit alpha,ENSG00000134460,human,IL2R,False
16184,15.336062,Il2ra,"interleukin 2 receptor, alpha chain",ENSMUSG00000026770,mouse,IL2R,False
7253,85.67253,TSHR,thyroid stimulating hormone receptor,ENSG00000165409,human,TSHR,False
22095,71.91591,Tshr,thyroid stimulating hormone receptor,ENSMUSG00000020963,mouse,TSHR,False
639,17.85968,PRDM1,PR/SET domain 1,ENSG00000057657,human,BLIMP1,True
12142,14.998422,Prdm1,"PR domain containing 1, with ZNF domain",ENSMUSG00000038151,mouse,BLIMP1,False
50723,93.48466,Icosl,icos ligand,ENSMUSG00000000732,mouse,ICOSL,False
23308,18.266438,ICOSLG,inducible T cell costimulator ligand,ENSG00000160223,human,ICOSL,False
23308,87.585365,ICOSLG,inducible T cell costimulator ligand,ENSG00000160223,human,ICOSLG,False
50723,16.3984,Icosl,icos ligand,ENSMUSG00000000732,mouse,ICOSLG,False
682,17.51532,BSG,basigin (Ok blood group),ENSG00000172270,human,CD147,False
12215,15.760066,Bsg,basigin,ENSMUSG00000023175,mouse,CD147,False
6356,97.09686,CCL11,C-C motif chemokine ligand 11,ENSG00000172156,human,CCL11,False
20292,83.919136,Ccl11,chemokine (C-C motif) ligand 11,ENSMUSG00000020676,mouse,CCL11,False
8743,17.314838,TNFSF10,TNF superfamily member 10,ENSG00000121858,human,TRAIL,False
22035,14.337058,Tnfsf10,"tumor necrosis factor (ligand) superfamily, member 10",ENSMUSG00000039304,mouse,TRAIL,False
4281,87.611374,MID1,midline 1,ENSG00000101871,human,MID1,False
17318,77.5286,Mid1,midline 1,ENSMUSG00000035299,mouse,MID1,False
4350,18.281046,MPG,N-methylpurine DNA glycosylase,ENSG00000103152,human,MID1,False
268395,15.7310095,Mpg,N-methylpurine-DNA glycosylase,ENSMUSG00000020287,mouse,MID1,False
111242786,13.856982,LOC111242786,MID1 promoter D,,human,MID1,False
58526,12.3460455,MID1IP1,MID1 interacting protein 1,ENSG00000165175,human,MID1,False
68041,6.913596,Mid1ip1,Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)),ENSMUSG00000008035,mouse,MID1,False
8832,92.46383,CD84,CD84 molecule,ENSG00000066294,human,CD84,False
12523,77.55031,Cd84,CD84 antigen,ENSMUSG00000038147,mouse,CD84,False
7704,19.579046,ZBTB16,zinc finger and BTB domain containing 16,ENSG00000109906,human,PLZF,True
235320,15.328444,Zbtb16,zinc finger and BTB domain containing 16,ENSMUSG00000066687,mouse,PLZF,False
3916,18.27435,LAMP1,lysosomal associated membrane protein 1,ENSG00000185896,human,CD107A,False
16783,14.681425,Lamp1,lysosomal-associated membrane protein 1,ENSMUSG00000031447,mouse,CD107A,False
3060,18.215899,HCRT,hypocretin neuropeptide precursor,ENSG00000161610,human,OX,False
7804,9.567468,LRP8,LDL receptor related protein 8,ENSG00000157193,human,LDL,False
29967,9.567468,LRP12,LDL receptor related protein 12,ENSG00000147650,human,LDL,False
53353,9.49741,LRP1B,LDL receptor related protein 1B,ENSG00000168702,human,LDL,False
84918,9.49741,LRP11,LDL receptor related protein 11,ENSG00000120256,human,LDL,False
4040,9.49741,LRP6,LDL receptor related protein 6,,human,LDL,False
4038,9.49741,LRP4,LDL receptor related protein 4,ENSG00000134569,human,LDL,False
4035,9.485002,LRP1,LDL receptor related protein 1,ENSG00000123384,human,LDL,False
4037,9.426431,LRP3,LDL receptor related protein 3,ENSG00000130881,human,LDL,False
4041,9.426431,LRP5,LDL receptor related protein 5,ENSG00000162337,human,LDL,False
26020,9.416829,LRP10,LDL receptor related protein 10,ENSG00000197324,human,LDL,False
3559,89.19311,IL2RA,interleukin 2 receptor subunit alpha,ENSG00000134460,human,IL2RA,False
16184,75.84891,Il2ra,"interleukin 2 receptor, alpha chain",ENSMUSG00000026770,mouse,IL2RA,False
6850,87.27939,SYK,spleen associated tyrosine kinase,ENSG00000165025,human,SYK,False
