id,src,sym,lbl,spid,extid,prefid
TFF8027709388A320D,lambert,LUMAN,CREB3,1,ENSG00000107175,TFED4B42697A3CB786
TFD1014699947EA019,lambert,LZIP,CREB3,1,ENSG00000107175,TFED4B42697A3CB786
TF468C56A755350A91,lambert,sLZIP,CREB3,1,ENSG00000107175,TFED4B42697A3CB786
TFE17B9DD40A706290,lambert,CREB3L1,CREB3L1,1,ENSG00000157613,TFE17B9DD40A706290
TF5E990330CE0F7B31,lambert,cAMP responsive element binding protein 3 like 1,CREB3L1,1,ENSG00000157613,TFE17B9DD40A706290
TF4540C921DF8416D9,lambert,OASIS,CREB3L1,1,ENSG00000157613,TFE17B9DD40A706290
TFE3EE6D36FCBD5677,lambert,OI16,CREB3L1,1,ENSG00000157613,TFE17B9DD40A706290
TFB738BD82ADE3724A,lambert,CREB3L2,CREB3L2,1,ENSG00000182158,TFB738BD82ADE3724A
TFF51E47A73A068A4B,lambert,cAMP responsive element binding protein 3 like 2,CREB3L2,1,ENSG00000182158,TFB738BD82ADE3724A
TF371C0DC0390C6C86,lambert,BBF2H7,CREB3L2,1,ENSG00000182158,TFB738BD82ADE3724A
TF28037915C2CF2106,lambert,CREB3L3,CREB3L3,1,ENSG00000060566,TF28037915C2CF2106
TFFFFEFF5A3EDDE397,lambert,cAMP responsive element binding protein 3 like 3,CREB3L3,1,ENSG00000060566,TF28037915C2CF2106
TFE71EFB17FA41CBC9,lambert,CREB-H,CREB3L3,1,ENSG00000060566,TF28037915C2CF2106
TF8EEC9C134BD4CDF6,lambert,CREBH,CREB3L3,1,ENSG00000060566,TF28037915C2CF2106
TF2ED2CC6323B735E1,lambert,HYST1481,CREB3L3,1,ENSG00000060566,TF28037915C2CF2106
TF1BA909CB79846EAA,lambert,CREB3L4,CREB3L4,1,ENSG00000143578,TF1BA909CB79846EAA
TF80E149132AD536DE,lambert,cAMP responsive element binding protein 3 like 4,CREB3L4,1,ENSG00000143578,TF1BA909CB79846EAA
TFCF4DCB15C37EB44D,lambert,AIBZIP,CREB3L4,1,ENSG00000143578,TF1BA909CB79846EAA
TF04C8FBD612C4D505,lambert,ATCE1,CREB3L4,1,ENSG00000143578,TF1BA909CB79846EAA
TF7ACF03DB793D897D,lambert,CREB3,CREB3L4,1,ENSG00000143578,TF1BA909CB79846EAA
TF4DDA1645A46DE801,lambert,CREB4,CREB3L4,1,ENSG00000143578,TF1BA909CB79846EAA
TFAB7C51576AB0CD66,lambert,JAL,CREB3L4,1,ENSG00000143578,TF1BA909CB79846EAA
TFEF2809D920460807,lambert,hJAL,CREB3L4,1,ENSG00000143578,TF1BA909CB79846EAA
TF5B010221B20F543B,lambert,CREB5,CREB5,1,ENSG00000146592,TF5B010221B20F543B
TF4BDD0A84F434C66E,lambert,cAMP responsive element binding protein 5,CREB5,1,ENSG00000146592,TF5B010221B20F543B
TFBC09DE92AC9D9BAE,lambert,CRE-BPA,CREB5,1,ENSG00000146592,TF5B010221B20F543B
TF0F9CB1B0C0E34511,lambert,CREB-5,CREB5,1,ENSG00000146592,TF5B010221B20F543B
TFE7335111A5F6BD30,lambert,CREBPA,CREB5,1,ENSG00000146592,TF5B010221B20F543B
TF3E6081C8597A4C9C,lambert,CREBL2,CREBL2,1,ENSG00000111269,TF3E6081C8597A4C9C
TF32C072035F93DDEB,lambert,cAMP responsive element binding protein like 2,CREBL2,1,ENSG00000111269,TF3E6081C8597A4C9C
TF01965ED6ECADFD53,lambert,CREBZF,CREBZF,1,ENSG00000137504,TF01965ED6ECADFD53
TF9CE3A9F9D19EAA95,lambert,CREB/ATF bZIP transcription factor,CREBZF,1,ENSG00000137504,TF01965ED6ECADFD53
TF26DB76BD4138D080,lambert,SMILE,CREBZF,1,ENSG00000137504,TF01965ED6ECADFD53
TF0FF2E9E7F22F7075,lambert,CREM,CREM,1,ENSG00000095794,TF0FF2E9E7F22F7075
TF28F27419B3EAA2D9,lambert,cAMP responsive element modulator,CREM,1,ENSG00000095794,TF0FF2E9E7F22F7075
TFC0891A9AA8B3D5C8,lambert,CREM-2,CREM,1,ENSG00000095794,TF0FF2E9E7F22F7075
TF5450FCD04D40338D,lambert,ICER,CREM,1,ENSG00000095794,TF0FF2E9E7F22F7075
TF98E83B796D9A7498,lambert,hCREM-2,CREM,1,ENSG00000095794,TF0FF2E9E7F22F7075
TFE3A4F75D7327300A,lambert,CRX,CRX,1,ENSG00000105392,TFE3A4F75D7327300A
TFC1969938329B60F1,lambert,cone-rod homeobox,CRX,1,ENSG00000105392,TFE3A4F75D7327300A
TFF393C9D759F076F0,lambert,CORD2,CRX,1,ENSG00000105392,TFE3A4F75D7327300A
TFE82985BF883874B0,lambert,CRD,CRX,1,ENSG00000105392,TFE3A4F75D7327300A
TFAF565207661E1396,lambert,LCA7,CRX,1,ENSG00000105392,TFE3A4F75D7327300A
TFA5208BEE66BC7A88,lambert,OTX3,CRX,1,ENSG00000105392,TFE3A4F75D7327300A
TF60F8DBB3A12B3C8A,lambert,CSRNP1,CSRNP1,1,ENSG00000144655,TF60F8DBB3A12B3C8A
TF2DCC9B42B6ACE77F,lambert,cysteine and serine rich nuclear protein 1,CSRNP1,1,ENSG00000144655,TF60F8DBB3A12B3C8A
TF4B260E8927346B65,lambert,AXUD1,CSRNP1,1,ENSG00000144655,TF60F8DBB3A12B3C8A
TFF1817C3F307BA1E0,lambert,CSRNP-1,CSRNP1,1,ENSG00000144655,TF60F8DBB3A12B3C8A
TFE7BA9F8161D26879,lambert,FAM130B,CSRNP1,1,ENSG00000144655,TF60F8DBB3A12B3C8A
TFBD7495CD057A092D,lambert,TAIP-3,CSRNP1,1,ENSG00000144655,TF60F8DBB3A12B3C8A
TF7D8CB72BEDC3E054,lambert,URAX1,CSRNP1,1,ENSG00000144655,TF60F8DBB3A12B3C8A
TF170DB50B87BF6E03,lambert,CSRNP2,CSRNP2,1,ENSG00000110925,TF170DB50B87BF6E03
TF8F0C335F4C495156,lambert,cysteine and serine rich nuclear protein 2,CSRNP2,1,ENSG00000110925,TF170DB50B87BF6E03
TF24D1E2414544967A,lambert,C12orf2,CSRNP2,1,ENSG00000110925,TF170DB50B87BF6E03
TFB8A2AFE969532B9E,lambert,C12orf22,CSRNP2,1,ENSG00000110925,TF170DB50B87BF6E03
TF60A880B00ED4062C,lambert,FAM130A1,CSRNP2,1,ENSG00000110925,TF170DB50B87BF6E03
TF547B9489A6D1AC02,lambert,PPP1R72,CSRNP2,1,ENSG00000110925,TF170DB50B87BF6E03
TF79EE266ACE955C02,lambert,TAIP-12,CSRNP2,1,ENSG00000110925,TF170DB50B87BF6E03
TF58379AD870D16971,lambert,CSRNP3,CSRNP3,1,ENSG00000178662,TF58379AD870D16971
TF1C5E84BF12B0E2CB,lambert,cysteine and serine rich nuclear protein 3,CSRNP3,1,ENSG00000178662,TF58379AD870D16971
TFD7E010A815FD6FBE,lambert,FAM130A2,CSRNP3,1,ENSG00000178662,TF58379AD870D16971
TFE7C2941C531BC0E3,lambert,PPP1R73,CSRNP3,1,ENSG00000178662,TF58379AD870D16971
TFF07D46D3F62CC902,lambert,TAIP-2,CSRNP3,1,ENSG00000178662,TF58379AD870D16971
TF9C57BC57D46AC4A1,lambert,TAIP2,CSRNP3,1,ENSG00000178662,TF58379AD870D16971
TF765DC82ADF125C50,lambert,CTCF,CTCF,1,ENSG00000102974,TF765DC82ADF125C50
TF188856D0F701B2C3,lambert,CCCTC-binding factor,CTCF,1,ENSG00000102974,TF765DC82ADF125C50
TF7E5216F0568C2339,lambert,MRD21,CTCF,1,ENSG00000102974,TF765DC82ADF125C50
TF6C93644416BDD373,lambert,CTCFL,CTCFL,1,ENSG00000124092,TF6C93644416BDD373
TFDE9D62690FBB513C,lambert,CCCTC-binding factor like,CTCFL,1,ENSG00000124092,TF6C93644416BDD373
TF6322BD5E9C751E0D,lambert,BORIS,CTCFL,1,ENSG00000124092,TF6C93644416BDD373
TF3CA45958C45CD7C0,lambert,CT27,CTCFL,1,ENSG00000124092,TF6C93644416BDD373
TFD65398E6C52344E5,lambert,CTCF-T,CTCFL,1,ENSG00000124092,TF6C93644416BDD373
TF1A4EF7A34A78726A,lambert,HMGB1L1,CTCFL,1,ENSG00000124092,TF6C93644416BDD373
TF7E3773172308EB47,lambert,dJ579F20.2,CTCFL,1,ENSG00000124092,TF6C93644416BDD373
TF5EFBDA3ED5D6C249,lambert,CUX1,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TFA8DAD89992A26B11,lambert,cut like homeobox 1,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TFA824AE5D038FFDEE,lambert,CASP,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TF181C3DF811CFCA6B,lambert,CDP,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TF8372CD93DC7BA6DB,lambert,CDP/Cut,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TFA37728DB00DB03F0,lambert,CDP1,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TF02909A37920CB850,lambert,COY1,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TF241E233B582DAE23,lambert,CUTL1,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TF259FE136FC47DEA2,lambert,CUX,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TF9C13FDB2DB674C73,lambert,Clox,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TF3350A1D44054A808,lambert,Cux/CDP,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TF9044EDEDEF876B04,lambert,GDDI,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TF92BF9D7D7D6DF017,lambert,GOLIM6,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TF69636F04DEAA4383,lambert,Nbla10317,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TFB540FA0671E90F0C,lambert,p100,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TF9C49998BDF173D66,lambert,p110,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TFD7C69D795D7B69A8,lambert,p200,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TFCB49A94FAEA60456,lambert,p75,CUX1,1,ENSG00000257923,TF5EFBDA3ED5D6C249
TF125043BD7AD906B9,lambert,CUX2,CUX2,1,ENSG00000111249,TF125043BD7AD906B9
TFB2C92DD08EC96E38,lambert,cut like homeobox 2,CUX2,1,ENSG00000111249,TF125043BD7AD906B9
TF0E6C75B3534AC2A5,lambert,CDP2,CUX2,1,ENSG00000111249,TF125043BD7AD906B9
TFCBF21179A2A3E431,lambert,CUTL2,CUX2,1,ENSG00000111249,TF125043BD7AD906B9
TFBC085EA263E07FA4,lambert,EIEE67,CUX2,1,ENSG00000111249,TF125043BD7AD906B9
TFD4C80059467A52F0,lambert,CXXC1,CXXC1,1,ENSG00000154832,TFD4C80059467A52F0
TFCB3369BE47E381D0,lambert,CXXC finger protein 1,CXXC1,1,ENSG00000154832,TFD4C80059467A52F0
TFC45919BBF21EF770,lambert,2410002I16Rik,CXXC1,1,ENSG00000154832,TFD4C80059467A52F0
TF0182D9A2707C8783,lambert,5830420C16Rik,CXXC1,1,ENSG00000154832,TFD4C80059467A52F0
TFBC45CEB3DD0C7CCE,lambert,CFP1,CXXC1,1,ENSG00000154832,TFD4C80059467A52F0
TF42757D174ABC683D,lambert,CGBP,CXXC1,1,ENSG00000154832,TFD4C80059467A52F0
TF44E82F15B96D96C4,lambert,HsT2645,CXXC1,1,ENSG00000154832,TFD4C80059467A52F0
TF4B88F407A7BACA44,lambert,PCCX1,CXXC1,1,ENSG00000154832,TFD4C80059467A52F0
TFC0A2233A8D7C16E2,lambert,PHF18,CXXC1,1,ENSG00000154832,TFD4C80059467A52F0
TFA04C7918981A6142,lambert,SPP1,CXXC1,1,ENSG00000154832,TFD4C80059467A52F0
TFACE2D739E46B2DB9,lambert,ZCGPC1,CXXC1,1,ENSG00000154832,TFD4C80059467A52F0
TF8671CE58E14C7425,lambert,hCGBP,CXXC1,1,ENSG00000154832,TFD4C80059467A52F0
TF56C23491E10A5E03,lambert,CXXC4,CXXC4,1,ENSG00000168772,TF56C23491E10A5E03
TFFAD85EA52DE0A477,lambert,CXXC finger protein 4,CXXC4,1,ENSG00000168772,TF56C23491E10A5E03
TF09CC86E893BD8D78,lambert,IDAX,CXXC4,1,ENSG00000168772,TF56C23491E10A5E03
TFBD8AF965CB1AD26D,lambert,CXXC5,CXXC5,1,ENSG00000171604,TFBD8AF965CB1AD26D
TF21EC279851D1D6A3,lambert,CXXC finger protein 5,CXXC5,1,ENSG00000171604,TFBD8AF965CB1AD26D
TFCBE27BF8809FCEF5,lambert,CF5,CXXC5,1,ENSG00000171604,TFBD8AF965CB1AD26D
TF7F967376761C389D,lambert,HSPC195,CXXC5,1,ENSG00000171604,TFBD8AF965CB1AD26D
TF28CEBD3D0A3AD950,lambert,RINF,CXXC5,1,ENSG00000171604,TFBD8AF965CB1AD26D
TF2013602FBB261A94,lambert,WID,CXXC5,1,ENSG00000171604,TFBD8AF965CB1AD26D
TFE2EAF0A82AA7818F,lambert,DACH1,DACH1,1,ENSG00000276644,TFE2EAF0A82AA7818F
TFDA5DEA13E851FA1A,lambert,dachshund family transcription factor 1,DACH1,1,ENSG00000276644,TFE2EAF0A82AA7818F
TFD8AB0D7FC3B817BA,lambert,DACH,DACH1,1,ENSG00000276644,TFE2EAF0A82AA7818F
TFFF9DA0E44F816A3B,lambert,DACH2,DACH2,1,ENSG00000126733,TFFF9DA0E44F816A3B
TF463F05159C5DA177,lambert,dachshund family transcription factor 2,DACH2,1,ENSG00000126733,TFFF9DA0E44F816A3B
TFE30663C415CB1FA8,lambert,DBP,DBP,1,ENSG00000105516,TFE30663C415CB1FA8
TF3D43FCF72ABF8F20,lambert,D-box binding PAR bZIP transcription factor,DBP,1,ENSG00000105516,TFE30663C415CB1FA8
TF77A344298CEC04A5,lambert,DABP,DBP,1,ENSG00000105516,TFE30663C415CB1FA8
TFDA1C90262C542067,lambert,taxREB302,DBP,1,ENSG00000105516,TFE30663C415CB1FA8
TF2FEECC59C572A37F,lambert,DBX1,DBX1,1,ENSG00000109851,TF2FEECC59C572A37F
TF2A582342FC66DE46,lambert,developing brain homeobox 1,DBX1,1,ENSG00000109851,TF2FEECC59C572A37F
TF20E9B11C7CB37EDF,lambert,DBX2,DBX2,1,ENSG00000185610,TF20E9B11C7CB37EDF
TF04779D1CA6A9CB5B,lambert,developing brain homeobox 2,DBX2,1,ENSG00000185610,TF20E9B11C7CB37EDF
TFE4C5213018CAEC8B,lambert,DDIT3,DDIT3,1,ENSG00000175197,TFE4C5213018CAEC8B
TFEB8B152378828640,lambert,DNA damage inducible transcript 3,DDIT3,1,ENSG00000175197,TFE4C5213018CAEC8B
TF955992B67384E800,lambert,AltDDIT3,DDIT3,1,ENSG00000175197,TFE4C5213018CAEC8B
TF3FBFC0CF8D758CAF,lambert,C/EBPzeta,DDIT3,1,ENSG00000175197,TFE4C5213018CAEC8B
TF833416CA1576B336,lambert,CEBPZ,DDIT3,1,ENSG00000175197,TFE4C5213018CAEC8B
TFC75126A18F4739D3,lambert,CHOP,DDIT3,1,ENSG00000175197,TFE4C5213018CAEC8B
TFF26FC2C48C56207D,lambert,CHOP-10,DDIT3,1,ENSG00000175197,TFE4C5213018CAEC8B
TF7930680468910572,lambert,CHOP10,DDIT3,1,ENSG00000175197,TFE4C5213018CAEC8B
TF1CB174A74F072D93,lambert,GADD153,DDIT3,1,ENSG00000175197,TFE4C5213018CAEC8B
TFA83F807DEE4D3BE4,lambert,DEAF1,DEAF1,1,ENSG00000177030,TFA83F807DEE4D3BE4
TFB10ADA77B59A4A36,lambert,DEAF1 transcription factor,DEAF1,1,ENSG00000177030,TFA83F807DEE4D3BE4
TFB44CCDEC16FDF1D5,lambert,MRD24,DEAF1,1,ENSG00000177030,TFA83F807DEE4D3BE4
TF25C5049AA2409B48,lambert,NUDR,DEAF1,1,ENSG00000177030,TFA83F807DEE4D3BE4
TFCBC77F4DC0A386CE,lambert,SPN,DEAF1,1,ENSG00000177030,TFA83F807DEE4D3BE4
TFA10A942280F07CF3,lambert,ZMYND5,DEAF1,1,ENSG00000177030,TFA83F807DEE4D3BE4
TFD1DEFD91E86518D8,lambert,DLX1,DLX1,1,ENSG00000144355,TFD1DEFD91E86518D8
TFBE52B3F9343FB0FA,lambert,distal-less homeobox 1,DLX1,1,ENSG00000144355,TFD1DEFD91E86518D8
TF57EEEA3B1FE84EFA,lambert,DLX2,DLX2,1,ENSG00000115844,TF57EEEA3B1FE84EFA
TF117DC8577E4B0D9B,lambert,distal-less homeobox 2,DLX2,1,ENSG00000115844,TF57EEEA3B1FE84EFA
TFA819A132E0617D70,lambert,TES-1,DLX2,1,ENSG00000115844,TF57EEEA3B1FE84EFA
TF76B2DAB4C6C02136,lambert,TES1,DLX2,1,ENSG00000115844,TF57EEEA3B1FE84EFA
TFD35D03124F0D6C91,lambert,DLX3,DLX3,1,ENSG00000064195,TFD35D03124F0D6C91
TFA880DFCB7F03154D,lambert,distal-less homeobox 3,DLX3,1,ENSG00000064195,TFD35D03124F0D6C91
TF7E58CBF15B81454B,lambert,AI4,DLX3,1,ENSG00000064195,TFD35D03124F0D6C91
TF99348C92816702D3,lambert,TDO,DLX3,1,ENSG00000064195,TFD35D03124F0D6C91
TF68493036D9E3B4EB,lambert,DLX4,DLX4,1,ENSG00000108813,TF68493036D9E3B4EB
TF734EAF8869AE1220,lambert,distal-less homeobox 4,DLX4,1,ENSG00000108813,TF68493036D9E3B4EB
TF9040B597665F6533,lambert,BP1,DLX4,1,ENSG00000108813,TF68493036D9E3B4EB
TFCB4D04727B1F91F2,lambert,DLX7,DLX4,1,ENSG00000108813,TF68493036D9E3B4EB
TF509628B500609B9A,lambert,DLX8,DLX4,1,ENSG00000108813,TF68493036D9E3B4EB
TFB2AEA22E1152091B,lambert,DLX9,DLX4,1,ENSG00000108813,TF68493036D9E3B4EB
TF96BF9249FB82DCCC,lambert,OFC15,DLX4,1,ENSG00000108813,TF68493036D9E3B4EB
TFEA90038FC8ACA7C9,lambert,DLX5,DLX5,1,ENSG00000105880,TFEA90038FC8ACA7C9
TF4994A708CFBABEAA,lambert,distal-less homeobox 5,DLX5,1,ENSG00000105880,TFEA90038FC8ACA7C9
TF6BE3C8AA9B136F2F,lambert,SHFM1D,DLX5,1,ENSG00000105880,TFEA90038FC8ACA7C9
TF99DA34E4DD47C2DF,lambert,DLX6,DLX6,1,ENSG00000006377,TF99DA34E4DD47C2DF
TFAD573470DF6149EF,lambert,distal-less homeobox 6,DLX6,1,ENSG00000006377,TF99DA34E4DD47C2DF
TF6EFF5886F932C0AE,lambert,DMBX1,DMBX1,1,ENSG00000197587,TF6EFF5886F932C0AE
TFD0084E10103C9259,lambert,diencephalon/mesencephalon homeobox 1,DMBX1,1,ENSG00000197587,TF6EFF5886F932C0AE
TF7A7395A52CFBA2ED,lambert,MBX,DMBX1,1,ENSG00000197587,TF6EFF5886F932C0AE
TFDE98A3149E3C1EF4,lambert,OTX3,DMBX1,1,ENSG00000197587,TF6EFF5886F932C0AE
TFF91FF75889B5636E,lambert,PAXB,DMBX1,1,ENSG00000197587,TF6EFF5886F932C0AE
TF2E039EE6F354713D,lambert,DMRT1,DMRT1,1,ENSG00000137090,TF2E039EE6F354713D
TF0ADC4BB51051CC90,lambert,doublesex and mab-3 related transcription factor 1,DMRT1,1,ENSG00000137090,TF2E039EE6F354713D
TF4A0177E158687CB2,lambert,CT154,DMRT1,1,ENSG00000137090,TF2E039EE6F354713D
TF1A1BE18C8FD9BD97,lambert,DMT1,DMRT1,1,ENSG00000137090,TF2E039EE6F354713D
TF5BC93D213A7B64EF,lambert,DMRT2,DMRT2,1,ENSG00000173253,TF5BC93D213A7B64EF
TF5AE4B339783ECBF4,lambert,doublesex and mab-3 related transcription factor 2,DMRT2,1,ENSG00000173253,TF5BC93D213A7B64EF
TF88C11FBD1270EC94,lambert,DMRT3,DMRT3,1,ENSG00000064218,TF88C11FBD1270EC94
TFFC9E218CD70370D4,lambert,doublesex and mab-3 related transcription factor 3,DMRT3,1,ENSG00000064218,TF88C11FBD1270EC94
TFA0D7BC299A1391AE,lambert,DMRTA3,DMRT3,1,ENSG00000064218,TF88C11FBD1270EC94
TF7023DF338DC367BA,lambert,DMRTA1,DMRTA1,1,ENSG00000176399,TF7023DF338DC367BA
TFF2F8D03FD6FA75A8,lambert,DMRT like family A1,DMRTA1,1,ENSG00000176399,TF7023DF338DC367BA
TF7379B6CE7CDE9AC1,lambert,DMO,DMRTA1,1,ENSG00000176399,TF7023DF338DC367BA
TF8F8E84663B40E0F4,lambert,DMRT4,DMRTA1,1,ENSG00000176399,TF7023DF338DC367BA
TF3FF55D7D7648E15D,lambert,DMRTA2,DMRTA2,1,ENSG00000142700,TF3FF55D7D7648E15D
TF3AFD7C772442C3B8,lambert,DMRT like family A2,DMRTA2,1,ENSG00000142700,TF3FF55D7D7648E15D
TFFF88E220D6E4CB27,lambert,DMRTB1,DMRTB1,1,ENSG00000143006,TFFF88E220D6E4CB27
TF4C18308A6DD74898,lambert,DMRT like family B with proline rich C-terminal 1,DMRTB1,1,ENSG00000143006,TFFF88E220D6E4CB27
TFEBCA391D65FBB070,lambert,DMRTC2,DMRTC2,1,ENSG00000142025,TFEBCA391D65FBB070
TF09A3B019CA2FB7E3,lambert,DMRT like family C2,DMRTC2,1,ENSG00000142025,TFEBCA391D65FBB070
TF0BBF20C578D0512C,lambert,DMTF1,DMTF1,1,ENSG00000135164,TF0BBF20C578D0512C
TFF48E328C37EA0E0E,lambert,cyclin D binding myb like transcription factor 1,DMTF1,1,ENSG00000135164,TF0BBF20C578D0512C
TFFB400A8F8E90068E,lambert,DMP1,DMTF1,1,ENSG00000135164,TF0BBF20C578D0512C
TF0AB97725E2F06D34,lambert,DMTF,DMTF1,1,ENSG00000135164,TF0BBF20C578D0512C
TFA8646D51DF77A9D5,lambert,MRUL,DMTF1,1,ENSG00000135164,TF0BBF20C578D0512C
TFB3717D4F5F2B4A59,lambert,hDMP1,DMTF1,1,ENSG00000135164,TF0BBF20C578D0512C
TFEBA7ECC3C364BD6D,lambert,DNMT1,DNMT1,1,ENSG00000130816,TFEBA7ECC3C364BD6D
TFC0C6F5485B16B894,lambert,DNA methyltransferase 1,DNMT1,1,ENSG00000130816,TFEBA7ECC3C364BD6D
TF0578159D5F9DB292,lambert,ADCADN,DNMT1,1,ENSG00000130816,TFEBA7ECC3C364BD6D
TF40CE249F8DD49891,lambert,AIM,DNMT1,1,ENSG00000130816,TFEBA7ECC3C364BD6D
TF9D12F4B7082817AC,lambert,CXXC9,DNMT1,1,ENSG00000130816,TFEBA7ECC3C364BD6D
TFF5A584F120986875,lambert,DNMT,DNMT1,1,ENSG00000130816,TFEBA7ECC3C364BD6D
TF5B8F7FE95AF46632,lambert,HSN1E,DNMT1,1,ENSG00000130816,TFEBA7ECC3C364BD6D
TF30181D6A41BC467F,lambert,MCMT,DNMT1,1,ENSG00000130816,TFEBA7ECC3C364BD6D
TF4A693CF88B5CF875,lambert,m.HsaI,DNMT1,1,ENSG00000130816,TFEBA7ECC3C364BD6D
TF23CC8A171C67FE90,lambert,DNTTIP1,DNTTIP1,1,ENSG00000101457,TF23CC8A171C67FE90
TF3CA18179CA7E3522,lambert,deoxynucleotidyltransferase terminal interacting protein 1,DNTTIP1,1,ENSG00000101457,TF23CC8A171C67FE90
TFA9743739D074118E,lambert,C20orf167,DNTTIP1,1,ENSG00000101457,TF23CC8A171C67FE90
TFC83FB8468BFB20E4,lambert,Tdif1,DNTTIP1,1,ENSG00000101457,TF23CC8A171C67FE90
TF7BD86ED5110A9E2E,lambert,dJ447F3.4,DNTTIP1,1,ENSG00000101457,TF23CC8A171C67FE90
TF9DC5ECF11548F1D1,lambert,DOT1L,DOT1L,1,ENSG00000104885,TF9DC5ECF11548F1D1
TFC0C61EEF04846D62,lambert,DOT1 like histone lysine methyltransferase,DOT1L,1,ENSG00000104885,TF9DC5ECF11548F1D1
TFF9C1210B2B696BA7,lambert,DOT1,DOT1L,1,ENSG00000104885,TF9DC5ECF11548F1D1
TFEFDED349FB55C2A7,lambert,KMT4,DOT1L,1,ENSG00000104885,TF9DC5ECF11548F1D1
TFECC18214544D41D0,lambert,DPF1,DPF1,1,ENSG00000011332,TFECC18214544D41D0
TFCB0E44F32E50A717,lambert,double PHD fingers 1,DPF1,1,ENSG00000011332,TFECC18214544D41D0
TFAFFA0E7369D2C9C9,lambert,BAF45b,DPF1,1,ENSG00000011332,TFECC18214544D41D0
TF88F0D718C00C4484,lambert,NEUD4,DPF1,1,ENSG00000011332,TFECC18214544D41D0
TF5653F8A489CFF230,lambert,neuro-d4,DPF1,1,ENSG00000011332,TFECC18214544D41D0
TF889A6A267C017799,lambert,DPF3,DPF3,1,ENSG00000205683,TF889A6A267C017799
TF843CCB1B34FF3FD6,lambert,double PHD fingers 3,DPF3,1,ENSG00000205683,TF889A6A267C017799
TF1064A5DDBBF46493,lambert,BAF45C,DPF3,1,ENSG00000205683,TF889A6A267C017799
TF4E0D385373869F8E,lambert,CERD4,DPF3,1,ENSG00000205683,TF889A6A267C017799
TFC69EE42763DD07FC,lambert,DPRX,DPRX,1,ENSG00000204595,TFC69EE42763DD07FC
TF3A49724CACA46FD1,lambert,divergent-paired related homeobox,DPRX,1,ENSG00000204595,TFC69EE42763DD07FC
TF7E575DED4953A0ED,lambert,DR1,DR1,1,ENSG00000117505,TF7E575DED4953A0ED
TF08E845D069B473C1,lambert,down-regulator of transcription 1,DR1,1,ENSG00000117505,TF7E575DED4953A0ED
TF4F5679C5AE8DAC5D,lambert,NC2,DR1,1,ENSG00000117505,TF7E575DED4953A0ED
TF65ACF93722AA272D,lambert,NC2-BETA,DR1,1,ENSG00000117505,TF7E575DED4953A0ED
TF4B73392672AC3A41,lambert,NC2B,DR1,1,ENSG00000117505,TF7E575DED4953A0ED
TFB08F63AADC476749,lambert,NCB2,DR1,1,ENSG00000117505,TF7E575DED4953A0ED
TFE99AB97DD36F1A6B,lambert,DRAP1,DRAP1,1,ENSG00000175550,TFE99AB97DD36F1A6B
TFF9AD9CD8119954D6,lambert,DR1 associated protein 1,DRAP1,1,ENSG00000175550,TFE99AB97DD36F1A6B
TF2D2CC9AAD077AD63,lambert,NC2-alpha,DRAP1,1,ENSG00000175550,TFE99AB97DD36F1A6B
TFC7C1DB6411913BD6,lambert,DRGX,DRGX,1,ENSG00000165606,TFC7C1DB6411913BD6
TF19C70F8787B77991,lambert,dorsal root ganglia homeobox,DRGX,1,ENSG00000165606,TFC7C1DB6411913BD6
TFAF9FFD41530A22C1,lambert,DRG11,DRGX,1,ENSG00000165606,TFC7C1DB6411913BD6
TF36F38C9DABFF0288,lambert,PRRXL1,DRGX,1,ENSG00000165606,TFC7C1DB6411913BD6
TF5246F5530314EBC0,lambert,DUX1,DUX1,1,DUX1_HUMAN,TF5246F5530314EBC0
TFDAF7CA76F9B08E02,lambert,DUX3,DUX3,1,DUX3_HUMAN,TFDAF7CA76F9B08E02
TF01009871381F8A3C,lambert,DUX4,DUX4,1,ENSG00000260596,TF01009871381F8A3C
TF7CC882BFAE3E186C,lambert,double homeobox 4,DUX4,1,ENSG00000260596,TF01009871381F8A3C
TFA525C1C9600D70F1,lambert,DUX4L,DUX4,1,ENSG00000260596,TF01009871381F8A3C
TFA2609F0FDE0C30DF,lambert,DUXA,DUXA,1,ENSG00000258873,TFA2609F0FDE0C30DF
